index,age,male,marr,currmarr,children,educ,postgrad,empl,hours,inc,tran,bwnorm
5555,40,1,2,1,4,14,0,1,3153,19400,9360,1
5556,39,1,1,1,2,12,0,1,2976,51512,2800,1
5558,33,1,3,4,3,12,0,1,2260,37100,7000,1
5601,63,1,2,1,9,12,0,1,1880,64374,0,0
5605,32,0,1,4,0,12,0,1,2024,18700,0,1
5609,41,1,1,1,2,13,0,1,1952,30100,0,1
5624,39,0,1,1,2,14,0,1,1880,9000,0,0
5625,40,1,1,1,2,16,0,1,1960,46000,0,0
5668,60,1,1,1,4,14,0,4,,6800,9600,0
5670,36,1,1,1,0,14,0,1,1880,51108,0,1
5673,29,1,1,1,2,14,0,1,2104,32950,0,1
5700,54,0,1,3,2,15,0,1,1800,58000,0,0
5709,80,1,1,1,0,12,0,4,,20000,11995,0
5711,69,1,1,3,4,12,0,4,,1500,13980,0
5732,50,1,1,1,2,0,1,1,2083,76800,0,0
5748,88,1,1,3,0,0,1,4,,3000,15480,0
5766,40,1,2,1,1,15,0,1,2116,49402,17,1
5768,37,0,1,1,2,16,0,1,103,650,0,1
5818,38,1,1,4,3,12,0,1,2232,32100,0,0
5821,43,1,2,1,2,12,0,1,2196,62100,0,0
5869,52,1,1,4,2,13,0,1,1864,82000,0,0
5882,49,1,2,1,4,16,0,1,3744,30000,0,0
5897,73,1,1,1,3,0,1,4,,8700,36546,0
5899,37,1,1,1,2,15,0,1,2205,45000,0,1
5901,44,1,1,1,2,0,1,1,2735,99425,0,1
5906,36,0,1,1,2,16,0,1,2169,32000,0,0
5911,71,1,1,1,3,16,0,4,58,1975,9336,0
5913,34,1,1,1,1,16,0,1,1960,26400,0,1
5914,39,0,2,1,2,0,1,1,732,9210,0,1
5929,38,1,2,1,2,0,1,1,1491,30300,0,0
5945,48,1,2,1,2,12,0,3,1472,40600,0,0
5977,30,0,1,1,1,12,0,1,1576,6000,0,0
5978,30,0,1,1,0,0,1,1,1250,10000,0,0
5979,42,1,3,1,3,14,0,3,2805,26000,0,0
5980,41,1,2,4,1,12,0,1,1930,30000,0,0
6016,75,0,1,3,1,8,0,1,2040,1220,9722,0
6018,46,0,1,3,4,12,0,1,220,610,0,0
6048,61,0,2,3,2,12,0,4,,800,10224,0
6049,37,1,1,4,3,16,0,1,2266,30003,0,1
6055,34,0,1,1,3,14,0,1,2010,13000,0,0
6069,58,0,2,4,6,14,0,1,1944,16000,0,0
6073,33,1,3,4,1,12,0,1,3120,25500,2000,0
6111,66,0,1,3,2,12,0,1,1560,3000,1476,0
6112,38,1,1,1,2,15,0,1,2972,25500,0,1
6113,34,1,1,4,0,16,0,1,2470,32200,0,1
6120,38,0,1,1,2,16,0,1,1183,23500,0,0
6126,58,1,1,4,0,0,1,1,1815,32000,0,0
6138,43,1,1,1,2,12,0,1,1976,16625,0,0
6145,79,1,1,1,2,16,0,4,,44695,10534,0
6151,39,1,2,1,4,13,0,1,2320,44616,0,0
6152,33,1,2,1,2,13,0,1,2232,26000,0,1
6188,56,1,,4,1,3,0,6,1560,1200,0,1
6192,46,1,1,1,3,14,0,1,2208,46000,0,0
6206,63,1,1,1,3,12,0,1,3640,116000,0,0
6208,33,1,2,1,3,16,0,1,2450,54500,0,1
6226,49,0,0,2,0,0,1,1,1687,33000,0,0
6228,56,0,1,3,4,12,0,6,405,2599,0,0
6231,29,1,1,1,4,12,0,1,4750,19501,0,1
6245,34,1,1,1,2,13,0,1,2560,39625,0,0
6252,53,1,3,1,5,16,0,1,2500,41000,0,0
6285,52,1,1,1,3,0,1,1,3500,421999,0,0
6303,57,1,1,1,3,12,0,1,2000,75000,0,0
6318,34,1,1,1,1,16,0,1,2500,45000,0,0
6326,60,0,1,3,3,12,0,1,1888,13600,900,0
6328,33,1,1,1,0,14,0,1,1840,52000,0,1
6335,46,1,1,1,2,10,0,1,2420,35035,0,0
6344,64,1,1,1,4,12,0,4,935,25420,12070,0
6345,63,0,1,3,4,12,0,2,210,2700,20015,0
6346,39,0,1,5,2,14,0,1,520,3600,0,1
6353,35,1,1,1,2,14,0,1,2133,31704,0,0
6361,49,1,1,4,4,0,1,1,2223,69000,0,0
6374,65,0,1,3,5,12,0,6,1350,5900,8250,1
6376,38,1,1,4,0,14,0,1,1980,34650,0,1
6377,37,1,1,1,0,13,0,1,2092,34200,0,1
6379,31,1,1,4,2,12,0,1,2373,42200,0,1
6388,47,0,2,1,3,12,0,1,2070,31200,0,0
6392,36,1,1,1,2,16,0,1,2383,57000,0,0
6416,86,0,1,3,1,12,0,4,,100,4800,0
6418,48,0,1,1,1,15,0,1,1320,10300,0,0
6424,42,0,2,4,2,0,1,1,1800,36000,0,0
6454,51,1,3,1,4,12,0,1,2490,50000,0,0
6463,47,1,1,1,3,12,0,1,2658,35061,0,0
6464,46,0,1,3,3,12,0,1,2530,13044,0,0
6484,38,0,3,1,1,12,0,1,1144,15000,2400,1
6486,33,1,1,1,2,12,0,1,1876,30884,0,1
6528,66,1,1,3,1,16,0,4,,12000,8520,0
6529,59,0,1,1,1,16,0,4,931,4000,15000,0
6533,79,0,1,3,2,10,0,6,,20,6600,0
6536,40,0,1,4,1,14,0,1,2820,31000,0,0
6551,73,1,1,1,3,8,0,4,2040,13000,5868,0
6555,46,1,1,1,3,10,0,1,800,8000,5046,0
6556,43,1,1,1,1,8,0,1,1722,13603,2158,0
6565,38,0,1,1,1,12,0,1,2133,18680,0,0
6567,47,1,1,1,2,12,0,1,2232,20259,10080,0
6575,52,1,1,1,4,13,0,1,2940,49129,0,0
6601,52,1,1,1,4,0,1,1,3000,45724,0,0
6602,51,0,1,1,4,12,0,1,2250,39276,0,0
6603,28,1,1,1,1,14,0,1,1701,20000,0,1
6604,30,1,1,4,2,15,0,1,1968,40500,0,1
6605,30,1,2,1,3,14,0,1,2084,20000,0,1
6606,29,1,1,1,2,12,0,1,780,16000,0,1
6623,55,1,1,1,5,12,0,1,1920,47867,0,0
6628,29,0,1,1,4,12,0,1,1616,28350,0,1
6655,28,0,2,1,3,12,0,6,1312,7000,0,1
6663,53,1,1,1,1,12,0,1,1966,13059,0,0
6683,46,1,1,1,1,12,0,1,2040,31800,0,0
6684,45,0,1,1,1,12,0,1,1934,28000,0,0
6689,35,1,2,1,4,12,0,1,2000,18420,0,1
6691,29,1,1,1,2,12,0,1,3640,20000,0,1
6714,44,0,1,4,5,13,0,1,2010,19700,0,0
6753,46,1,2,1,3,14,0,1,3344,32194,0,0
6784,41,1,1,1,2,0,1,1,2480,67400,0,0
6785,42,0,1,1,2,0,1,1,2634,30000,0,0
6794,59,0,1,4,0,14,0,3,2520,12600,0,0
6795,30,0,1,1,0,0,1,1,2500,28500,0,0
6797,62,1,1,1,1,14,0,1,1754,26900,3600,0
6836,57,0,1,3,1,14,0,1,1920,24000,6072,0
6848,59,1,1,1,2,12,0,1,2600,45000,0,0
6850,34,1,1,4,6,11,0,7,1419,5700,2485,1
6922,63,1,1,1,0,8,0,1,3000,37000,0,0
6923,61,0,1,1,0,12,0,1,1715,22000,0,0
6931,63,1,1,1,6,10,0,1,1410,16500,14400,0
6932,56,0,1,3,6,12,0,1,1440,16700,0,0
6934,33,0,2,1,1,12,0,1,2380,20000,0,0
6936,32,0,1,1,2,12,0,1,1982,23000,0,0
6949,34,1,1,1,2,15,0,1,2322,49800,0,0
6951,34,1,1,4,1,12,0,1,2600,22400,0,0
6956,66,0,2,3,7,12,0,4,,688,4452,0
6958,38,0,2,1,2,12,0,1,1960,14800,2886,1
6959,35,1,2,4,2,11,0,1,2283,20835,200,1
6960,32,1,2,4,4,11,0,1,2200,26000,0,1
7016,60,0,3,4,3,12,0,1,1988,16500,8400,0
7019,41,0,1,1,2,0,1,1,1552,25000,0,1
7025,42,1,1,1,2,16,0,1,2540,20020,0,0
7037,56,0,1,3,1,0,1,4,1984,13450,7800,0
7038,36,0,1,1,1,16,0,1,699,3000,0,1
7041,46,1,1,1,2,14,0,1,2025,39000,0,0
7042,42,0,1,1,2,0,1,1,1863,23000,0,0
7057,73,1,2,3,2,12,0,4,1520,16632,15192,0
7059,39,1,2,1,2,0,1,1,1452,9111,0,1
7060,42,0,2,1,3,14,0,1,1680,192,0,1
7072,44,1,1,1,1,14,0,3,3000,27293,0,0
7116,69,0,1,3,3,16,0,6,,11364,7427,0
7117,39,0,0,2,0,16,0,1,2187,21850,0,1
7130,63,0,2,3,3,0,1,1,1476,62000,0,0
7140,72,1,2,1,4,8,0,1,2570,70000,7260,0
7155,63,1,2,1,4,8,0,1,2303,22900,0,0
7157,39,1,2,1,2,12,0,1,555,3520,2587,0
7178,33,1,1,1,3,12,0,1,3053,25747,0,0
7214,47,1,1,4,0,12,0,1,2187,51132,0,0
7215,44,0,1,4,0,16,0,1,2250,36432,0,0
7216,50,1,2,1,1,12,0,1,1680,52500,200,0
7217,49,0,1,4,1,13,0,1,1680,12220,4430,0
7250,62,1,1,1,3,12,0,1,1862,23000,2100,0
7251,60,0,1,1,3,12,0,1,1568,13000,0,0
7252,32,1,1,1,0,14,0,1,2660,24500,0,1
7253,31,1,2,1,2,16,0,1,2739,18200,0,1
7254,29,0,1,4,0,16,0,1,1918,23300,0,1
7264,52,1,1,1,4,13,0,1,2753,70150,0,0
7265,51,0,1,1,4,14,0,1,2300,35150,0,0
7290,39,1,1,1,2,12,0,1,2600,26500,0,0
7293,38,0,0,2,0,12,0,1,2000,20000,0,0
7300,37,0,1,1,2,12,0,1,850,4000,0,0
7307,36,1,1,1,0,16,0,1,2340,27000,0,1
7315,48,1,1,1,2,12,0,1,1840,33000,0,0
7342,54,1,1,1,0,14,0,1,1928,43340,0,0
7344,54,0,1,1,0,12,0,1,1353,11400,0,0
7357,79,1,1,3,0,8,0,4,,13450,6840,0
7375,43,1,3,1,2,15,0,1,500,2100,2369,0
7376,35,0,1,1,3,16,0,1,2001,32500,0,0
7391,56,1,1,1,4,11,0,1,2151,35350,0,0
7394,27,1,1,1,3,12,0,1,2386,26858,0,0
7411,33,1,1,1,2,12,0,1,2058,22010,437,0
7412,32,0,1,1,2,15,0,1,971,16000,0,0
7413,31,1,2,1,2,13,0,1,2260,37830,0,0
7435,33,1,1,1,2,13,0,1,2500,40250,0,0
7464,46,1,3,1,1,14,0,1,2555,133000,0,0
7471,86,0,1,3,0,15,0,4,,14000,6624,0
7473,82,0,1,3,2,15,0,4,,1000,6600,0
7479,39,1,2,1,0,16,0,1,2200,72400,0,1
7480,42,1,1,1,2,0,1,1,3185,65400,0,1
7484,41,0,1,1,2,16,0,1,1680,29000,0,0
7553,47,1,2,1,7,16,0,1,2080,60500,0,0
7613,50,1,1,1,2,8,0,4,672,22800,0,0
7614,48,0,1,1,2,10,0,4,592,3000,0,0
7665,67,1,1,1,0,16,0,4,,10300,15996,0
7666,66,0,1,3,0,0,1,4,660,8900,3792,0
7673,70,1,1,1,3,12,0,4,,4200,15036,0
7675,43,1,2,1,0,13,0,1,1332,29000,0,1
7677,34,1,1,1,1,16,0,1,2900,48000,0,1
7691,83,1,2,1,0,14,0,4,,4000,12600,0
7693,73,1,2,1,4,16,0,4,,22944,33157,0
7695,47,1,1,1,3,16,0,3,1040,36000,20000,0
7696,45,0,1,1,2,16,0,1,240,2700,0,0
7698,41,0,1,1,2,16,0,1,1728,14300,0,0
7709,41,1,1,1,2,14,0,1,2064,27300,0,0
7710,44,1,1,1,2,0,1,1,2740,72800,0,0
7711,46,0,1,1,3,16,0,1,2144,36026,0,0
7712,39,1,2,1,4,0,1,2,2014,44150,245,0
7727,45,1,1,1,3,12,0,3,2280,15000,0,0
7728,75,1,2,1,1,0,1,4,,18000,13812,0
7733,46,0,0,2,0,12,0,1,3840,38900,0,0
7744,55,1,1,1,3,16,0,1,1736,999999,0,0
7759,70,1,1,1,2,12,0,4,,2500,12600,0
7778,41,1,1,5,1,14,0,1,1917,30440,729,0
7784,88,1,2,1,1,0,1,4,912,176800,13200,0
7787,78,0,1,3,4,12,0,1,1040,3600,6240,0
7789,37,1,0,2,1,16,0,1,2022,60200,0,1
7795,55,1,1,1,1,16,0,1,2689,148000,0,0
7804,57,1,1,1,4,12,0,1,1800,33820,5000,0
7809,28,1,0,2,0,12,0,1,3150,15500,800,1
7836,40,0,1,1,0,0,1,1,1600,40000,0,1
7857,85,0,2,3,1,12,0,4,,4400,4368,0
7876,44,1,1,4,2,0,1,1,3138,56000,0,0
7920,65,1,2,1,5,16,0,4,,40000,10000,0
7930,57,1,1,1,0,12,0,1,1898,18372,0,0
7932,46,1,2,1,3,16,0,1,2400,108000,0,0
7947,38,1,1,4,0,16,0,1,2237,10400,0,1
7948,35,0,1,1,3,15,0,1,896,20700,0,0
7953,34,0,1,1,0,16,0,1,2430,31400,0,0
7956,59,1,2,1,2,16,0,4,1512,86200,16800,0
7958,32,1,2,1,2,0,1,1,2142,48500,0,1
7959,34,1,1,1,3,16,0,1,1968,43885,0,1
7974,76,0,1,3,2,13,0,6,,2000,10292,0
7975,41,1,2,1,2,16,0,1,1920,53100,0,0
7984,73,1,1,3,3,12,0,4,,900,10420,0
7986,43,1,1,4,2,0,1,1,2326,42700,0,0
7987,41,0,1,1,2,0,1,6,520,3100,0,0
7994,47,1,1,1,2,0,1,1,2058,78100,0,0
8015,49,1,1,1,4,12,0,1,2000,17000,0,0
8045,45,1,1,1,1,12,0,1,2068,29750,0,0
8052,48,1,3,4,2,12,0,1,1720,31070,384,0
8059,37,0,1,1,0,14,0,1,1520,25280,0,0
8075,47,0,0,2,0,13,0,1,1896,27000,0,0
8079,72,1,2,1,1,12,0,4,,15000,31656,0
8085,50,1,2,1,3,16,0,1,1960,57000,0,0
8091,54,0,2,4,5,10,0,3,1269,3700,0,0
8093,35,1,2,4,2,12,0,1,2224,20000,0,1
8094,34,1,2,4,2,12,0,1,2026,30000,0,1
8095,30,1,3,1,1,12,0,1,2305,27420,0,1
8141,46,1,2,1,4,14,0,1,2285,32740,13,0
8142,47,0,2,1,4,15,0,1,1880,7451,0,0
8160,55,1,1,4,4,16,0,1,1992,34700,1664,0
8162,32,1,1,4,0,14,0,1,1920,40150,0,1
8163,28,1,1,1,3,16,0,1,2250,27660,0,1
8187,45,1,2,1,1,12,0,1,1275,10000,1536,0
8201,50,0,2,1,0,0,1,1,2088,40415,3500,0
8206,42,1,1,5,2,12,0,1,1680,7500,2596,0
8208,36,1,1,5,2,8,0,1,1046,3000,0,0
8274,48,0,3,1,1,15,0,1,1992,25000,1680,0
8286,45,1,1,1,3,12,0,1,2142,18500,0,0
8325,36,1,1,5,3,12,0,1,3430,18000,0,1
8327,32,0,2,3,3,16,0,1,2754,16100,1500,1
8349,36,0,1,5,3,0,1,1,1696,16000,0,0
8393,45,1,2,4,1,12,0,1,2008,28100,0,1
8405,52,1,2,1,3,13,0,1,1873,38123,0,0
8412,53,0,2,1,0,0,1,4,176,3300,0,0
8414,53,1,2,1,1,0,1,1,3766,44866,0,0
8415,51,0,2,1,1,13,0,1,1860,15280,0,0
8419,57,1,2,1,0,0,1,1,2535,35700,0,0
8425,43,1,2,1,0,15,0,1,2640,30550,0,0
8430,63,1,1,1,2,15,0,1,952,90000,0,0
8431,64,0,1,1,2,12,0,1,931,3600,5000,0
8433,38,0,1,1,2,16,0,4,656,35000,0,0
8439,41,1,1,1,2,0,1,1,2121,90100,0,0
8440,38,1,1,1,2,16,0,1,1793,50600,0,0
8444,53,0,1,4,7,12,0,1,2450,22500,0,0
8447,30,0,1,1,3,14,0,1,1832,18451,0,1
8448,30,1,1,1,0,14,0,1,2199,17600,0,0
8478,39,1,2,1,2,16,0,2,2548,19110,0,0
8496,38,1,1,4,1,14,0,1,2170,43000,0,1
8498,41,0,1,4,1,14,0,1,1896,22000,0,0
8501,49,0,3,4,1,14,0,1,2646,11933,400,0
8513,74,1,1,1,0,12,0,4,132,8000,10404,0
8520,62,1,1,1,5,14,0,1,2520,36000,2400,0
8521,59,0,1,3,5,12,0,1,806,8200,0,0
8522,37,1,1,1,2,15,0,1,2856,29000,0,1
8523,35,1,1,1,0,14,0,1,1960,48075,0,1
8524,32,1,0,2,0,14,0,1,3256,52200,0,1
8525,28,0,1,1,4,16,0,1,832,14000,0,1
8573,60,1,1,1,5,12,0,1,2772,29000,0,0
8574,58,0,1,1,5,11,0,1,2000,17000,0,0
8575,31,1,2,1,4,12,0,1,2988,42600,0,1
8576,40,1,1,4,0,12,0,1,3000,22800,0,1
8578,28,0,3,1,2,13,0,1,1566,21000,2000,0
8590,37,0,1,1,0,12,0,1,2400,51400,0,0
8612,46,1,1,1,2,12,0,1,2352,62500,0,0
8634,45,1,3,1,4,14,0,1,2500,23500,0,0
8635,45,0,2,4,4,11,0,1,2805,12000,1200,0
8663,65,1,1,1,2,12,0,1,2046,30075,0,0
8665,37,1,2,4,3,12,0,1,2449,27360,0,1
8680,43,0,1,4,2,12,0,1,3320,29300,0,0
8688,49,1,2,1,0,0,1,1,2940,135400,0,0
8696,36,1,1,4,0,12,0,1,1570,12000,289,1
8697,33,1,1,1,3,16,0,1,2684,43000,0,1
8704,62,1,3,1,1,4,0,4,,15000,12516,0
8720,38,1,1,1,2,0,1,1,1880,108000,0,1
8735,76,0,1,3,5,14,0,4,,10642,11099,0
8742,41,1,1,1,3,12,0,1,2058,30935,912,0
8760,49,1,3,1,1,15,0,1,260,56500,0,0
8781,43,1,1,1,1,14,0,1,2406,28500,0,1
8783,42,0,1,1,1,13,0,1,2700,41000,0,0
8786,47,1,1,1,2,0,1,1,2275,66400,0,0
8796,47,0,1,1,3,14,0,6,567,1750,0,0
8806,50,1,1,1,3,0,1,1,1732,33050,1800,0
8810,87,1,1,3,1,12,0,4,,1800,7810,0
8817,34,1,1,1,0,14,0,1,2205,20150,0,0
8818,27,1,1,4,2,12,0,1,1332,5545,0,0
8829,44,1,1,1,3,13,0,1,2156,26022,0,0
8841,55,1,3,1,4,0,1,1,2178,53500,0,0
8842,50,0,1,4,4,16,0,1,2070,23599,2400,0
8843,29,1,2,1,2,12,0,1,2715,40000,1000,1
8845,32,0,2,1,1,12,0,1,2262,26000,0,1
8872,47,1,1,1,2,12,0,1,2080,14400,0,0
8876,42,0,1,1,2,12,0,1,1976,15499,0,0
8883,45,1,1,1,2,11,0,1,2750,36000,0,0
8898,55,1,1,3,0,12,0,1,1840,33100,0,0
8914,64,1,1,1,2,12,0,4,,7000,19800,0
8916,35,0,0,2,0,15,0,1,1639,39000,0,1
8917,29,0,1,1,1,12,0,1,1943,33000,0,1
8920,68,1,2,1,3,12,0,4,,10000,7080,0
8922,39,1,1,1,1,12,0,1,2415,36500,0,0
8924,39,0,1,1,1,14,0,1,2064,7100,0,0
8927,52,1,1,1,3,0,1,1,2044,75100,0,0
8943,38,0,1,1,2,16,0,1,2065,20000,0,0
8947,40,1,1,1,2,0,1,1,3000,35000,0,0
8952,53,1,1,1,4,12,0,1,2793,32000,0,0
8953,52,0,1,3,4,0,1,1,1624,27000,0,0
8954,35,0,1,1,2,14,0,1,1840,14000,0,0
8955,34,1,1,1,3,13,0,1,1101,7000,0,1
8968,35,1,1,1,2,13,0,1,2940,18600,0,0
8977,63,1,1,1,2,12,0,4,,7500,8400,0
8984,33,1,1,1,3,15,0,1,1520,22975,1600,0
8989,65,1,1,1,5,12,0,4,176,12500,19334,0
8990,62,0,1,3,5,14,0,1,500,28500,0,0
8991,37,1,2,1,3,16,0,1,2080,23000,0,1
8992,36,0,1,1,1,16,0,1,1552,23000,0,1
9008,35,1,1,1,1,16,0,1,2450,51000,0,0
9009,33,1,1,1,3,12,0,3,1208,12760,0,0
9022,43,0,2,4,2,12,0,1,1715,8829,0,0
9032,64,1,1,1,3,0,1,4,434,3950,34171,0
9033,65,0,1,1,3,12,0,4,1378,20205,10289,0
9034,39,1,2,1,1,0,1,1,2940,72550,0,1
9035,35,1,2,1,0,0,1,1,2115,48322,0,1
9036,31,1,1,1,1,16,0,1,2673,40050,0,1
9040,34,0,1,1,0,16,0,1,2952,66600,0,0
9047,69,1,1,1,3,16,0,4,,2400,14601,0
9048,55,0,1,3,3,16,0,2,1440,19789,0,0
9065,62,0,1,3,5,12,0,1,888,4800,11676,0
9067,34,1,4,1,2,15,0,1,2940,42000,0,1
9069,42,1,2,4,2,12,0,1,1982,31265,0,1
9111,66,1,2,1,4,11,0,4,,3025,7266,0
9123,55,1,1,3,1,12,0,5,207,6100,9552,0
9129,68,1,1,1,2,11,0,4,,4000,10044,0
9131,40,1,4,1,1,12,0,1,2472,21350,0,1
9148,48,1,1,1,4,16,0,1,3380,650000,0,0
9166,54,1,1,1,0,13,0,1,3600,104500,0,0
9167,52,0,1,3,0,12,0,1,1680,23000,0,0
9195,41,1,1,1,2,12,0,1,1592,15500,4000,0
9196,38,0,2,1,2,12,0,1,1832,17000,500,0
9213,45,1,2,1,3,12,0,1,2342,35250,0,1
9222,43,0,1,1,3,12,0,1,1984,28250,0,0
9223,46,0,2,1,3,12,0,1,800,6400,0,1
9233,49,1,4,1,3,13,0,1,1020,12400,0,0
9234,45,0,2,3,3,12,0,1,2026,22580,0,0
9271,45,0,1,4,1,12,0,1,2100,27000,0,1
9283,49,1,1,1,3,0,1,1,2880,237136,0,0
9339,68,1,1,3,2,12,0,4,,5356,9636,0
9341,44,1,2,1,1,15,0,1,1848,44500,0,0
9359,42,1,2,1,3,16,0,1,2441,137000,0,0
9379,42,1,1,1,1,16,0,1,3757,9497,0,0
9382,42,1,1,1,3,16,0,1,3500,50000,0,0
9389,65,1,1,3,2,12,0,4,,9000,18900,0
9412,65,1,1,3,4,8,0,1,2796,10800,3193,0
9440,28,0,1,1,3,14,0,1,3240,18500,0,1
9441,43,0,3,1,4,12,0,1,2192,14000,4114,0
9475,67,1,1,1,3,12,0,4,,4900,21312,0
9479,42,1,1,1,2,0,1,1,3222,250000,0,1
9493,46,0,2,3,3,12,0,1,1778,30000,1100,0
9517,73,1,3,3,2,10,0,4,,9000,7432,0
9519,43,0,1,1,0,15,0,1,2000,52510,0,0
9528,77,1,0,2,0,0,1,4,,5000,13000,0
9532,37,1,2,1,2,12,0,1,2695,45800,0,1
9533,42,1,0,2,0,16,0,1,2000,62300,2000,1
9547,52,1,1,1,3,8,0,1,2440,28500,0,0
9555,30,1,1,1,2,12,0,1,2805,27000,0,0
9558,61,1,3,1,2,0,1,1,2049,77500,6000,0
9560,33,0,2,1,0,0,1,1,1526,19050,10000,1
9579,42,1,2,4,2,16,0,1,3724,11000,0,0
9580,44,0,2,4,2,0,1,1,1528,36000,6000,0
9612,45,1,2,1,1,8,0,1,2916,26500,0,0
9613,44,0,1,4,1,10,0,1,2074,15715,0,0
9630,28,0,1,4,1,14,0,1,1619,17300,0,1
9686,48,1,1,1,3,16,0,1,2480,33000,0,0
9700,48,1,1,1,2,0,1,1,3229,71817,0,0
9709,42,1,1,4,3,13,0,1,2450,25000,0,0
9735,77,1,2,1,3,12,0,4,,6484,39991,0
9738,48,1,1,1,0,12,0,1,2160,29200,3080,1
9743,53,1,2,4,2,14,0,1,365,-12500,0,0
9757,58,1,1,1,3,14,0,4,,6000,18000,0
9758,59,0,1,1,3,12,0,1,1840,35000,0,0
9759,34,1,1,1,3,12,0,1,1730,45000,400,1
9774,63,1,2,1,3,16,0,4,,16000,24400,0
9776,36,0,1,1,2,16,0,1,1560,21000,0,1
9777,38,0,1,1,2,14,0,2,325,8000,0,1
9778,34,1,1,1,2,16,0,1,2097,78000,0,1
9793,74,0,2,3,3,12,0,4,,8000,27096,0
9795,75,0,1,3,2,8,0,6,104,20400,6636,0
9796,45,1,0,2,0,12,0,1,2600,53196,0,1
9837,69,1,1,3,0,12,0,4,,25000,14208,0
9839,35,0,1,1,0,12,0,1,1920,24000,0,0
9842,63,1,1,3,2,16,0,4,824,47385,99999,0
9843,62,0,1,1,2,16,0,4,1082,30250,46077,0
9844,38,1,1,1,3,14,0,1,1892,93200,0,1
9863,37,1,1,1,2,15,0,1,1988,75000,0,1
9875,54,1,1,1,2,15,0,1,2960,22000,0,0
9888,51,0,1,4,1,15,0,1,2125,31500,0,1
9898,77,1,1,1,2,12,0,4,,982,3516,0
9912,76,1,1,3,3,8,0,4,,10267,11220,0
9926,40,0,1,4,3,12,0,3,2550,13500,0,1
10001,42,1,1,1,1,16,0,1,1476,26100,0,0
10007,42,0,1,1,1,13,0,1,1888,15500,0,0
10027,46,1,1,1,3,0,1,1,1633,46400,0,0
10028,45,0,1,1,3,14,0,1,572,15750,0,0
10041,43,1,1,3,3,15,0,1,2000,34000,0,0
10042,41,1,2,1,2,14,0,1,2050,35000,0,0
10043,41,0,3,1,2,12,0,1,1964,28030,2100,0
10087,42,0,2,3,3,11,0,1,2000,9888,4576,0
10106,74,0,2,3,4,12,0,1,1560,10800,4848,0
10109,48,0,2,4,3,12,0,1,1880,23915,150,0
10110,30,0,1,1,0,15,0,1,1800,22000,0,1
10125,36,1,1,1,4,0,1,1,3825,120000,0,0
10145,84,1,1,3,8,12,0,4,,4400,14992,0
10147,43,0,1,4,1,15,0,1,1976,23000,0,1
10157,60,1,3,1,3,0,1,1,2080,42000,0,0
10159,34,0,0,2,0,16,0,1,2715,30020,0,0
10160,30,0,0,2,1,13,0,1,2550,21000,0,0
10183,31,0,1,1,2,10,0,1,1798,8700,800,1
10295,40,0,3,4,3,12,0,1,1587,8000,0,1
10296,38,1,2,1,4,11,0,1,3532,18000,0,1
10349,50,1,1,1,2,12,0,1,1800,35400,750,0
10350,49,0,1,3,2,14,0,1,2550,-6500,0,0
10391,83,1,1,3,0,14,0,4,,130000,16750,0
10396,80,1,1,3,2,10,0,4,,1200,18008,0
10421,63,1,1,3,4,14,0,1,2880,136999,0,0
10424,31,0,1,4,2,13,0,1,456,2500,0,1
10439,78,1,2,1,3,16,0,4,,16000,16000,0
10441,40,1,0,2,1,0,1,1,2450,303000,0,1
10448,69,1,1,3,1,12,0,4,,35000,8040,0
10453,48,1,1,1,3,0,1,1,3088,91730,0,0
10473,43,0,1,1,2,0,1,1,1991,36000,0,0
10478,47,1,1,1,2,0,1,1,3276,49400,0,0
10510,52,0,1,5,2,12,0,1,2036,11000,0,0
10511,33,0,3,1,1,15,0,1,2196,28225,0,1
10529,41,1,1,1,2,16,0,1,1964,39000,0,0
10534,39,0,1,1,2,14,0,1,1896,37000,0,0
10541,55,1,1,1,2,12,0,1,2500,13500,322,0
10542,49,0,1,3,2,12,0,1,2500,12500,0,0
10543,28,1,1,1,2,12,0,1,2512,28000,0,1
10554,79,1,1,1,3,13,0,4,,40000,6792,0
10557,46,1,1,1,3,16,0,1,2133,75000,0,1
10576,57,1,1,1,4,12,0,1,1850,43000,12660,0
10577,58,0,1,1,4,12,0,1,1295,28000,2805,0
10580,31,0,2,1,3,12,0,1,1054,8000,0,1
10609,33,0,1,1,2,15,0,1,1208,6405,2185,0
10623,58,1,1,1,4,12,0,4,954,14244,12944,0
10624,58,0,1,1,4,12,0,1,1100,7809,0,0
10640,45,1,1,1,2,16,0,1,2398,37500,0,0
10641,45,0,1,3,2,16,0,1,1974,30702,0,0
10648,67,1,1,1,4,12,0,4,,5586,24272,0
10650,39,1,1,1,2,16,0,1,2151,41000,0,1
10651,36,0,1,4,1,12,0,1,2548,28070,1200,1
10671,53,1,1,3,0,12,0,1,2703,53000,0,0
10687,59,1,1,1,7,13,0,1,2064,26026,0,0
10688,55,0,1,1,7,12,0,1,1486,13000,0,0
10689,35,0,1,1,0,12,0,1,1057,45200,3200,1
10719,76,1,2,1,2,10,0,4,,15000,8200,0
10723,54,1,1,1,2,12,0,7,1656,8800,16000,1
10727,43,0,1,1,2,0,1,1,1472,30500,0,0
10735,44,1,1,1,1,12,0,1,1800,43700,0,1
10736,37,1,0,2,0,16,0,1,2400,33768,0,1
10738,42,1,1,1,3,14,0,1,1920,35250,0,1
